File_name,EDS_total_positive,EDS_total_negative,EDS_total,EDS_error,EDS_cutoff_positive,EDS_cutoff_negative
complex_1_Cl_final,0.018700684222203855,-0.01871163610999795,-1.0951887793504004e-05,0.02927347915407806,0.013327070968394984,-0.013352999561249376
complex_6_F_final,0.02700325653169543,-0.026696234839378035,0.0003070216923174706,0.5717404103437286,0.02166502613522786,-0.021366358789155195
